,ww1,ww2,ww3,ww4,ww5,ww6,ww7,ww8,ww9,ww10,ww11,ww12,ww13,ww14,ww15,ww16,ww17,ww18,ww19,ww20,ww21,ww22,ww23,ww24,ww25,ww26,ww27,ww28,ww29,ww30,ww31,ww32,ww33,ww34,ww35,ww36,ww37,ww38,ww39,ww40,ww41,ww42,ww43,ww44,ww45,ww46,ww47,ww48,dd1,dd2,dd3,dd4,dd5,dd6,dd7,dd8,dd9,dd10,dd11,dd12,dd13,dd14,dd15,dd16,dd17,dd18,dd19,dd20,dd21,dd22,dd23,dd24,dd25,dd26,dd27,dd28,dd29,dd30,dd31,dd32,dd33,dd34,dd35,dd36,dd37,dd38,dd39,dd40,dd41,dd42,dd43,dd44,dd45,dd46,dd47,dd48
d256,312.775,318.9625,245.0208333333333,275.225,264.85,270.17083333333335,269.8833333333333,260.70833333333326,257.475,250.7125,216.3166666666667,206.4416666666667,234.37499999999994,272.7,275.6625,237.70416666666665,222.49999999999991,219.50416666666663,261.71666666666664,285.80833333333334,297.05833333333334,282.10833333333335,261.97083333333336,256.79999999999995,246.87499999999994,252.44166666666666,260.32916666666665,258.28749999999997,250.30416666666667,265.3416666666667,278.52083333333326,301.40416666666664,296.2416666666666,270.80833333333334,249.7208333333333,236.67916666666667,227.39583333333331,224.7625,220.52499999999998,246.21666666666667,282.2416666666666,289.85833333333335,281.5666666666666,280.4,274.72916666666663,293.5625,293.7708333333333,277.43333333333334,1273.8988929999998,1246.190771722222,1219.3499865555557,1195.9388212222223,1177.4047545555557,1165.1901786111112,1155.3730983333335,1154.0835753333333,1159.2135940555554,1161.1279349999998,1155.928568611111,1178.7510923888888,1214.1954609444444,1244.9161805555557,1320.311982833333,1385.4482896111112,1435.1005519444445,1475.9203210555554,1521.4799444999999,1557.088701,1595.9177578888887,1631.6476038888889,1669.9192653333332,1692.8984828888888,1700.4022514444443,1710.9115755555551,1714.6662923333333,1726.9519873888887,1743.449706277778,1755.1531093333333,1754.6437317777775,1755.1590124444444,1742.7271533333333,1707.0883932222223,1664.1780807222221,1663.1137179999998,1681.5092343888891,1668.9188664444446,1651.8533081666665,1614.8828569444443,1567.1522421111113,1521.5031697222223,1467.4427872222223,1414.157751222222,1360.465778666667,1306.060006111111,1249.793304111111,1204.6820569444444
d257,255.925,232.0958333333333,218.9375,193.9291666666667,168.13333333333333,146.74999999999997,134.03333333333333,123.17916666666667,121.56666666666668,117.35416666666666,112.77916666666665,107.03749999999998,101.32083333333334,86.95833333333334,58.18749999999999,43.4375,31.85,26.65833333333333,21.237500000000004,17.525,14.062500000000004,11.9125,10.833333333333332,9.366666666666667,10.266666666666666,10.75,9.658333333333333,11.529166666666665,15.904166666666667,11.058333333333334,8.745833333333334,10.470833333333333,11.066666666666666,10.441666666666666,11.475,18.55,31.545833333333334,26.28333333333333,26.433333333333337,25.125,34.85416666666667,37.74999999999999,30.362499999999994,14.583333333333334,11.666666666666666,7.0458333333333325,4.629166666666666,4.358333333333333,1171.076851222222,1142.3517232777779,1117.7389817222222,1095.045673,1072.8163140555555,1057.6370949444445,1049.2391399444448,1046.0429379444442,1052.4426017222222,1045.8557246666667,1026.8329685,1036.081871,1060.1802690555553,1087.5423416666665,1159.225692888889,1231.0308173888889,1286.0283539444445,1344.9655323333334,1405.2237504444445,1463.8468125555555,1517.224752,1567.9158668888886,1615.9775210555556,1656.7747296111113,1693.1515368888888,1731.963036777778,1764.6570910555558,1787.6434810555556,1806.8211253888887,1822.7995815000002,1830.0767989444448,1831.7681126666664,1821.1025332777774,1795.9778289444446,1751.7168338333333,1746.6421713333332,1767.5948961666666,1755.3580748333334,1732.0689278888888,1694.062947055556,1643.8400332777776,1588.4776988333335,1522.5356273333334,1451.1624233333332,1377.7462773333336,1313.9980469444442,1267.6969013888886,1220.8743611666666
d258,4.504166666666666,4.987500000000001,6.3,7.9875,9.604166666666668,8.829166666666666,8.17083333333333,9.962500000000002,9.208333333333334,10.079166666666666,11.279166666666665,13.566666666666666,17.0625,16.0375,14.720833333333333,11.679166666666664,9.65,10.129166666666666,9.837500000000002,11.4375,10.258333333333333,7.729166666666666,5.666666666666667,4.783333333333333,5.2625,4.754166666666667,4.9125,4.970833333333333,4.862500000000001,4.933333333333334,5.216666666666667,5.425,6.429166666666666,7.004166666666666,6.708333333333334,4.883333333333333,4.483333333333333,4.429166666666667,4.6125,4.320833333333333,4.354166666666666,4.2875,4.320833333333333,4.2125,4.3875,4.25,4.095833333333333,4.120833333333334,1187.1486875555554,1160.6637990555555,1138.647814388889,1117.896458111111,1103.2584350555553,1099.0347147222221,1106.4339412222223,1125.6535384444444,1164.6092061666666,1204.6114387777777,1241.334664,1285.4156293333333,1333.835848111111,1371.2143845555556,1440.7772954444447,1504.9972133333333,1565.724124333333,1617.4743740555557,1677.1661347222223,1730.1712818888889,1783.5975345555555,1838.3974818333334,1889.7917738333333,1935.8477100555556,1978.231767388889,2014.5640173333334,2053.9710502222224,2086.4558573888885,2117.3170264444448,2136.7318535,2142.5875443888885,2139.6792360555555,2117.3555836111104,2073.5709956666665,2010.078613,1992.8854660555553,1989.652735166667,1969.7144781666668,1923.5154718333333,1874.2497112222225,1816.370003944444,1744.4408134444445,1662.882186888889,1577.7406218333333,1493.9840544444444,1417.6096129444443,1364.035681333333,1312.691664388889
d259,4.0875,4.1125,4.370833333333334,4.1875,3.9833333333333334,4.416666666666666,4.079166666666667,4.158333333333333,3.8916666666666666,4.291666666666667,4.095833333333333,3.9208333333333334,4.225,4.725,4.854166666666666,6.95,6.091666666666667,6.824999999999999,6.554166666666666,4.4875,3.9958333333333336,4.191666666666667,4.204166666666666,3.7958333333333334,4.391666666666667,4.579166666666667,4.041666666666667,4.05,4.320833333333333,4.316666666666667,4.112500000000001,4.154166666666667,4.116666666666667,3.9499999999999997,4.175,4.0625,4.0375000000000005,3.7916666666666665,3.9416666666666664,4.395833333333334,4.583333333333334,4.841666666666667,4.875,4.6,4.575,6.975,10.450000000000001,16.429166666666664,1273.4453407777778,1244.3011478888886,1215.1804138333334,1189.8603955555557,1175.5571575555557,1169.273849388889,1172.2346108333334,1189.4738357222222,1221.7929511666669,1260.1022803333333,1302.4093994999996,1340.592653722222,1378.247333277778,1410.4285578333331,1478.8699578333333,1539.5450529444445,1608.2190396666667,1667.1641661666665,1723.0873211666667,1781.5922896111108,1840.021847833333,1889.7928229999998,1944.3929817777778,1990.2439949444445,2036.2136759444445,2073.9492397777776,2112.446200888889,2135.7619141111113,2158.403190111111,2167.8157839444443,2173.3690307777774,2163.5662241111113,2129.4960976666666,2081.1020945,2011.8755593333328,1990.4075060000002,1990.2674978333334,1969.4682970000001,1924.631665388889,1870.711250166667,1813.5947562777776,1737.5354833888887,1651.8612472222223,1566.9349209444445,1487.6850816666667,1418.5957749444444,1361.0158108333333,1312.5948292222222
d260,21.354166666666664,26.78333333333334,34.39583333333334,43.66250000000001,51.400000000000006,66.02083333333331,82.94166666666666,90.54583333333333,121.39166666666668,148.425,173.78333333333336,199.49583333333334,214.06666666666666,225.78750000000002,228.49166666666667,217.96666666666664,177.16666666666669,166.95833333333334,182.60416666666669,192.13333333333333,221.41250000000002,244.925,254.60000000000002,251.71666666666667,250.15833333333336,254.2625,273.525,306.3666666666667,318.22916666666663,329.8375,339.67083333333335,349.76666666666665,356.325,354.2791666666666,346.26250000000005,341.63749999999993,345.20416666666665,351.59583333333336,399.0916666666667,461.99583333333334,486.4083333333333,508.2208333333334,496.97083333333336,459.3416666666667,481.0958333333333,511.4791666666667,511.1583333333333,522.5041666666667,1273.3207628888888,1240.1429112222222,1214.1364237777777,1193.8618861666666,1179.3966865,1171.865487,1175.9429009444445,1193.446001388889,1224.1004230555554,1261.1666200555555,1308.1983670000002,1354.8639555,1391.4226919444445,1420.6258235555558,1489.1806475,1548.2941529999998,1602.405887777778,1649.8625493888887,1703.3714293333333,1746.6188788333336,1791.7595458333333,1841.408472,1886.1572515,1925.9540092777777,1965.1006576666666,1998.6395519999999,2031.8739365555557,2063.689543666667,2091.1335925555554,2104.5463549444444,2105.8292566111118,2092.5272574999995,2052.7283214444446,2003.4840511666669,1937.0454005,1917.9607109444441,1932.7022118888888,1923.7108969444444,1889.2070205,1840.4663773333334,1786.9629666111111,1719.8029871111112,1640.536838611111,1562.4495607222223,1487.830917666667,1420.1829799444447,1367.8850271666668,1322.1748649444444
d261,533.9499999999999,563.6,574.6708333333335,570.9166666666666,566.6875000000001,561.8666666666667,543.9708333333334,526.2208333333333,518.9583333333334,523.0166666666667,525.025,525.2791666666667,520.8041666666667,502.1166666666667,460.8083333333333,429.84166666666664,394.8458333333333,370.8291666666667,344.07916666666677,319.10833333333335,300.9625000000001,282.65416666666675,282.3333333333333,267.9666666666667,249.59166666666664,231.05833333333334,228.97083333333336,217.75833333333333,208.46666666666667,153.70416666666665,128.525,129.86666666666667,124.41666666666666,111.91666666666666,105.55833333333334,131.60416666666666,128.31666666666666,153.36666666666665,207.09583333333336,253.44583333333335,263.2708333333333,272.4458333333333,273.77916666666664,249.875,240.29999999999995,243.19999999999996,234.9375,232.4125,1281.7020273888886,1254.2662391666665,1229.5263532777778,1207.2818941111111,1193.154236,1188.1727712222223,1190.7690760555554,1208.5411765555555,1238.1229874444443,1279.6774198888888,1333.832289388889,1384.977159,1424.9396864444443,1444.0623923888888,1496.2239415555553,1542.6564271666666,1585.3993128888887,1629.9582167777778,1670.1653451111113,1705.0301725,1732.557343611111,1750.6948066666666,1773.1349201666665,1797.0961565,1823.2457344444445,1845.7327339444444,1868.5926941111109,1886.7756537777777,1910.9992023333332,1905.1360706666665,1888.3453027777775,1873.168776277778,1854.0363473333334,1815.8579987777775,1773.1568629444444,1769.6426523333332,1793.016547833333,1803.876803111111,1776.3852531111108,1727.465083,1685.1806545555555,1626.6167840555554,1558.0637161666666,1483.5729885,1417.5497054444443,1349.1970202222221,1296.1570292222223,1250.0741624444445
d262,228.97083333333333,225.04583333333335,174.77083333333334,122.26666666666667,108.81249999999999,106.3125,112.34999999999998,123.98333333333332,133.49583333333334,137.03750000000002,135.35833333333332,129.6875,134.22916666666663,128.15,104.76249999999999,89.71666666666667,78.98333333333333,80.1875,81.76666666666665,86.96666666666665,90.36666666666666,97.10833333333332,107.99583333333334,127.60416666666669,144.70416666666665,142.58333333333334,138.1625,133.65,128.10000000000002,139.18333333333334,222.15416666666664,152.64583333333334,117.05000000000001,117.4375,136.10416666666669,120.72083333333333,106.51666666666665,114.74166666666667,115.3125,126.92500000000001,156.32916666666665,171.29583333333332,192.5,227.1875,237.45833333333331,242.5333333333333,281.85,307.4791666666667,1216.8445484444444,1192.4395013333333,1166.3041578333332,1140.6078355555553,1130.1219472777775,1123.976336111111,1123.1399633333333,1137.3461003888888,1165.1381929999998,1205.1069615555555,1252.2939383333335,1293.1219613333333,1329.6392934444445,1349.5659407777778,1402.6483652222223,1446.9873631666667,1485.3450764444444,1521.2773633333334,1552.213694388889,1579.5821690555551,1601.085748722222,1620.7300254444444,1641.106549388889,1660.4383507222221,1678.714622166667,1693.2039021111107,1700.7961705555554,1714.1322582777777,1726.2381031666666,1718.8857511111112,1712.0687099444447,1703.8231423333336,1681.1196034999996,1628.8101531111113,1571.2755645,1571.4745505,1595.7732631666668,1607.8306784444446,1570.9668435,1534.2316473333333,1500.4873224444443,1455.787463388889,1397.5783511111113,1349.424839333333,1289.7082611111111,1230.0976604444445,1179.1463485,1137.7761189999999
d263,334.1958333333333,375.3666666666667,357.11250000000007,356.1041666666667,411.81250000000006,414.4291666666667,404.3166666666667,430.6875,469.725,456.2125,447.0625,437.3458333333334,436.43749999999994,419.2416666666667,402.9041666666667,386.22499999999997,373.0208333333333,383.68333333333334,358.575,318.89166666666665,319.3166666666667,331.76666666666665,334.60833333333335,330.23333333333335,350.3208333333333,363.2833333333333,351.8833333333333,336.47083333333336,335.3208333333333,340.23333333333335,369.8333333333333,389.98750000000007,403.6333333333333,403.1541666666667,441.20416666666665,453.5125,454.95000000000005,431.98749999999995,426.9416666666667,418.7333333333333,440.48333333333323,416.2875,424.4666666666667,425.57916666666665,383.64583333333326,387.6791666666667,388.54583333333335,363.77083333333326,1103.8646162222221,1076.4940283888889,1052.4308730555558,1032.9995059833332,1017.7002213666668,1008.1052248111113,996.5641299111111,1000.646013511111,1011.7029328555556,1016.4626320833332,1013.8063083166666,1022.3858064666666,1043.7078176500002,1063.8902378444445,1141.3234601666666,1195.4395705555555,1219.5326045,1251.0133495555556,1279.940685888889,1338.4445820000003,1383.0186845,1399.174015111111,1424.7803225,1444.7199612222223,1456.1898002222224,1465.6583382222223,1481.4865618333333,1502.2767152777778,1509.320287277778,1518.998946611111,1525.402210777778,1527.6619083888888,1516.233243111111,1493.2271338888888,1462.8997115,1466.3998395,1494.1989076666669,1511.8126879444446,1486.4408749444447,1448.0347038888892,1411.9353083333335,1373.709585888889,1330.1342461666666,1275.250635111111,1223.422820888889,1172.4730783333334,1127.0479423333334,1088.2324743888887
d264,342.35,342.9291666666667,335.38750000000005,327.475,315.46666666666664,302.6,292.3666666666667,278.3833333333333,263.9875,273.8666666666667,291.23333333333335,287.8625,302.52500000000003,313.13750000000005,289.36249999999995,266.2208333333333,236.3458333333333,185.12916666666666,139.525,92.66666666666669,65.00416666666666,51.979166666666664,44.85000000000001,38.59166666666667,33.49583333333334,29.012500000000003,28.65833333333333,25.245833333333337,28.7625,27.82916666666667,31.679166666666664,37.70833333333333,31.200000000000003,28.762500000000006,23.02499999999999,8.95,8.899999999999999,9.166666666666666,9.633333333333331,10.291666666666664,9.716666666666667,11.383333333333335,10.437499999999998,9.5875,9.291666666666666,9.1,9.679166666666667,9.970833333333333,1056.0715085111112,1029.9105993777775,1007.7085389500002,989.3002956999999,975.5214197555555,963.7066192222222,954.0504517999999,959.9828234888888,964.8574456388889,958.5431237777776,942.8977597444444,946.82200355,967.4204771611112,982.2092452722223,1037.6056376166666,1095.148951388889,1144.184997388889,1184.3308387222223,1223.3328014444444,1262.5278776666667,1299.5506755,1336.7443414444442,1374.7387483888888,1409.2267534444445,1437.7091146666664,1473.0212883333334,1509.3849246666666,1541.7114612777777,1569.5222102222222,1589.7346708333334,1600.6213279444446,1608.3292775,1603.151076888889,1581.680879166667,1549.5387161111112,1555.7142085555558,1587.0197237222221,1594.4663757777778,1567.966387166667,1520.731066388889,1474.7772790555555,1421.4643675,1357.541071388889,1292.2357675,1229.5536307222221,1172.0550446111113,1128.285866611111,1090.2631561111111
d265,8.658333333333333,8.091666666666667,7.7875,8.724999999999998,7.966666666666667,5.608333333333334,5.2875,5.458333333333334,7.008333333333333,8.233333333333334,6.862500000000001,8.675,11.900000000000002,17.983333333333334,30.57083333333334,35.170833333333334,43.06666666666666,66.54583333333333,104.92083333333333,129.77916666666664,111.59583333333333,83.81666666666668,68.44166666666666,38.97916666666667,32.59166666666667,30.304166666666667,19.416666666666664,14.9875,12.245833333333334,11.745833333333334,17.53333333333333,28.8625,50.35,65.58333333333333,62.3375,65.50833333333333,69.81666666666666,54.54583333333333,67.9375,65.275,51.9375,44.84583333333333,32.50833333333333,30.370833333333337,24.1625,21.466666666666665,20.5,25.19583333333333,1061.825382538889,1038.688957161111,1016.7942726833331,999.8257267166667,996.8293798388889,988.248163711111,982.1014045055555,1035.0349845722221,1062.2523825055557,1094.8017271,1143.7622528333334,1179.6371442222223,1206.6585115,1229.5032952777776,1293.8406358333332,1342.0007745,1390.361086388889,1427.0536108333333,1466.1129999444447,1502.875602777778,1540.5808764444446,1575.2578403888892,1617.6842625,1639.8254925555555,1673.9272096666666,1707.1993,1744.0378570555558,1762.0377263333332,1786.142475388889,1803.8163218333332,1806.3510144444444,1816.7588597777776,1796.2464043333337,1757.2563256666665,1707.110437277778,1699.7217235555556,1716.806852611111,1706.786743777778,1666.5314559444444,1609.4231586666665,1564.6612223888887,1500.9297601111111,1424.146515611111,1345.8106574444444,1274.7097918333336,1204.008177,1156.8432286666666,1113.8153968333336
d266,45.275,48.875,51.175,55.69999999999999,56.466666666666676,48.95,47.68333333333334,43.54583333333333,39.20000000000001,34.24583333333334,22.7875,17.258333333333333,15.691666666666666,11.041666666666664,8.170833333333334,7.4541666666666675,4.845833333333333,6.158333333333333,8.670833333333334,5.908333333333333,6.808333333333334,9.549999999999999,7.004166666666666,5.333333333333333,5.612499999999999,5.445833333333333,5.3583333333333325,8.166666666666664,17.004166666666666,17.15416666666667,21.424999999999997,26.283333333333335,36.40833333333333,52.53333333333333,72.54166666666667,85.94583333333333,103.50416666666666,132.52500000000003,181.1791666666667,231.34583333333333,269.6666666666667,284.78749999999997,275.86250000000007,250.71249999999998,246.71666666666673,273.1958333333333,299.87499999999994,291.725,1076.5241266,1052.9692734555556,1034.9210088555556,1006.7358415611111,992.2987261277777,1010.0877225833332,1008.2299557222223,1023.95115785,1058.7993091555556,1102.520110611111,1146.710731888889,1183.4128937777778,1212.0331120555556,1237.0748792777777,1289.6383664444445,1336.9717465555557,1387.0374590000001,1428.9594425555558,1458.4409011666667,1507.9116506666667,1546.9607027777777,1586.9314878888888,1635.8199887777776,1676.3688405,1716.1701373888884,1755.1476250000003,1794.5561209444443,1826.0915463888887,1851.2972938888888,1866.4583190555556,1873.7450117777778,1867.016722222222,1840.7924692777779,1799.9496987777777,1741.7750804444447,1732.151326777778,1751.6077845,1754.473241111111,1716.6517372777773,1664.718205388889,1617.623040277778,1557.3009158333334,1480.4262736666662,1406.5441272777778,1333.5882333333334,1265.764632611111,1212.238186611111,1167.7820474444445
d267,242.52916666666667,204.3625,173.70416666666665,237.88750000000005,382.36249999999995,473.93333333333334,485.13750000000005,466.61249999999995,468.14583333333337,497.225,521.0791666666667,526.5083333333333,524.4208333333333,513.0291666666666,499.35833333333323,470.9958333333333,447.82500000000005,418.64583333333337,376.16666666666663,349.1291666666666,327.65,325.325,326.1,339.6291666666667,361.5583333333333,359.32500000000005,350.9875,347.07500000000005,356.1625,389.77083333333337,381.1958333333333,355.9041666666667,346.9666666666667,344.13749999999993,382.75,407.0708333333333,449.95,448.1208333333333,437.8166666666667,459.0291666666667,528.8583333333332,554.4958333333334,591.2125,582.7666666666665,575.7916666666666,565.7958333333333,539.9624999999999,520.4541666666667,1139.8145898888888,1116.1095761111112,1094.0453927777778,1074.4679214444443,1066.9414358333331,1064.5491478888887,1067.9709358333332,1086.7416332222222,1118.8102456666666,1163.6400985,1213.3842395555557,1253.9230744444442,1281.7796770555556,1297.1981285000002,1353.9269788333334,1398.042670111111,1442.9857403333333,1480.7012623333333,1514.242979388889,1548.2707618333334,1579.7551495555554,1605.6939961666667,1626.5499605555553,1650.6852460555556,1671.7145244444444,1687.0241133333336,1690.6983422777778,1698.199824777778,1703.7313729999998,1708.7295537222224,1705.3850146666666,1691.8049340555556,1666.0103261111108,1627.988521722222,1584.5825793333333,1588.6643198888887,1613.0569361666664,1627.0749731666667,1592.7631767222222,1545.7580211111108,1498.9670011666667,1445.9817187777778,1378.2060217222224,1307.4363954444445,1237.5958731666667,1178.603738722222,1133.6186277777779,1092.637382777778
d268,489.8708333333333,468.04583333333335,492.55833333333334,518.6708333333333,524.4541666666668,530.3958333333334,529.95,510.75,510.82916666666665,521.8166666666666,513.2291666666666,524.6625000000001,572.65,577.5541666666667,542.8291666666668,496.1541666666667,501.6,540.6999999999999,548.3333333333334,562.8833333333333,559.5333333333333,521.725,477.30833333333334,460.0833333333333,441.7166666666666,425.025,391.32916666666665,375.23333333333335,384.7458333333334,387.94166666666666,396.3083333333334,376.7125,373.67916666666673,388.5708333333333,374.6625,363.7833333333333,340.7541666666667,308.17083333333335,305.775,298.4291666666667,279.32500000000005,273.70000000000005,278.81666666666666,282.9916666666666,270.07500000000005,240.62916666666666,210.6,179.3791666666667,1063.4661853777777,1034.9073792388888,1011.4586334277778,998.6773937166666,993.2703331611111,988.9693007777778,988.08870475,1004.1561368611113,1041.7728347666668,1084.8701938333334,1132.1853017777778,1172.1543178333332,1197.997512111111,1213.9153764444445,1263.5301401111112,1301.6424523888888,1342.9609733333334,1373.3666473333335,1401.9527085,1432.5468010000002,1468.638616444444,1498.8656788888886,1518.352909111111,1542.7571695,1569.4948875,1589.6251577777775,1609.8055652222222,1633.7472507777777,1651.7816234444447,1662.9628455,1669.9198095555555,1662.8146241666666,1639.3737988333335,1610.843304388889,1575.334377,1578.0998467777779,1608.3648890555558,1623.2464043333332,1585.1525581666667,1540.2945188333333,1498.3189872777778,1443.8522648333335,1376.7309784999998,1310.5650843333333,1243.5223780555555,1182.2387535555556,1133.0557374444443,1092.594477833333
d269,172.64583333333334,184.64583333333331,206.08749999999998,208.9875,208.47083333333333,197.80416666666667,181.1791666666667,182.11666666666667,196.68750000000003,211.5625,226.49583333333334,222.3375,211.47083333333333,197.2,170.40833333333336,136.64583333333334,135.99999999999997,127.69583333333333,110.56666666666669,94.62083333333332,75.70416666666667,68.5625,62.90833333333333,55.199999999999996,50.15416666666667,41.695833333333326,33.79166666666667,29.395833333333332,35.05833333333333,39.920833333333334,46.479166666666664,51.74583333333333,57.891666666666666,65.06666666666666,70.30416666666667,75.0625,80.37083333333334,84.39583333333333,88.37083333333331,91.37916666666666,95.24583333333332,97.49166666666667,76.5125,59.641666666666666,43.97500000000001,29.304166666666664,20.9,21.124999999999996,1063.6287067222222,1045.2291591777778,1026.6395876833333,1014.537224272222,1005.9658825166667,1005.048791061111,1013.4592855944446,1030.5669336777776,1061.5906901777778,1105.8041173333334,1158.9312584999998,1200.1938155555554,1230.7663058888886,1244.6927691111111,1294.0136656666666,1332.8317290000002,1371.8971688888887,1400.2776404444446,1425.0111058333332,1446.7468865555556,1469.0328185555554,1488.4566570555555,1506.326578833333,1520.9376939444446,1535.94334,1549.0648821666666,1561.1187920555556,1568.7694537222221,1568.8018661111112,1568.796552888889,1558.6106637777777,1545.9210736666664,1523.347184,1499.1713727222223,1477.9546934444443,1485.0227197222223,1510.8086922777777,1529.9492207777778,1505.4924819444448,1448.4626971666667,1383.636890111111,1345.5407317222223,1328.539829722222,1290.3968158333334,1229.8694619999999,1174.3109363333333,1130.6589933333332,1091.2061059999999
d270,16.900000000000002,20.9125,15.637500000000001,14.95416666666667,22.137499999999996,16.8875,9.204166666666666,7.791666666666665,8.179166666666667,15.1,15.891666666666667,17.387499999999996,15.204166666666664,14.083333333333332,11.041666666666668,7.625,5.304166666666667,4.300000000000001,4.175000000000001,4.195833333333334,4.0125,4.333333333333333,4.066666666666666,4.804166666666667,5.6708333333333325,6.558333333333333,7.675000000000001,8.616666666666667,7.379166666666666,7.637499999999998,6.875,6.562500000000001,5.012499999999999,4.433333333333334,4.054166666666666,4.029166666666667,4.183333333333334,4.2749999999999995,4.2958333333333325,4.4625,4.7124999999999995,5.745833333333334,6.229166666666667,5.870833333333334,5.470833333333333,5.612500000000001,6.245833333333334,7.4125000000000005,1056.9542007055559,1028.8011045333333,1011.1162460777778,994.0278645111111,979.0666703500001,971.0188584000001,968.4661803944445,972.7725292722222,982.0690719222221,990.9561660277777,998.4272035833334,1009.7799515722221,1028.5291419555554,1042.5892382777777,1106.78625035,1168.5879860555556,1213.3193992777778,1242.2227161666667,1277.681826888889,1306.2486145,1331.1392129444446,1352.8583600555555,1371.3735045555557,1389.1372739444444,1401.2002628888888,1421.2261706111112,1432.880408222222,1447.3050022222221,1460.8252223888885,1468.8135001666667,1470.4885622777776,1464.0897688333334,1448.7930608333334,1434.4698000555557,1413.1941040555557,1421.0714523333334,1449.5982789444445,1470.3903011666669,1438.735025111111,1390.174940388889,1362.1375173333333,1328.2043928333333,1285.3369248333336,1241.2105755,1191.757291,1145.3822687222225,1101.8147447777776,1065.7068452666665
d271,8.166666666666668,9.4,10.275000000000002,11.991666666666665,14.195833333333333,18.925,21.75,25.070833333333333,24.804166666666664,26.816666666666666,28.004166666666666,30.275,28.770833333333336,26.6875,25.775,22.395833333333332,16.291666666666668,10.01666666666667,12.020833333333334,12.2625,13.2,15.891666666666667,17.791666666666664,18.4,17.97083333333333,17.975,15.804166666666664,17.224999999999998,18.725,19.7625,18.275000000000002,17.283333333333335,17.887500000000003,16.67083333333333,14.645833333333334,12.7625,9.866666666666667,10.325000000000001,12.4875,14.166666666666668,15.566666666666666,14.829166666666666,15.1375,13.825,12.720833333333331,12.837499999999999,13.25,13.125,1032.0472957388886,1007.7529156777777,982.3143025444443,966.6859432833334,957.4324723055555,944.4397777222222,938.2483361222222,938.6482631944444,946.8442880444444,946.4747352222221,937.5342113333332,941.080533238889,951.1209575222223,962.8769592055555,1017.7337544833334,1076.3786005555555,1121.8049677777776,1168.7452750555553,1208.2037611666667,1244.4758218333334,1279.3892532222224,1312.4848113888888,1348.0536519999998,1377.0106126111114,1404.3224112222222,1434.9914686666668,1465.9136147222223,1493.7677735,1514.3268485,1532.3533071666668,1546.5907521111112,1551.4990939999998,1543.0576468333336,1530.697366,1512.3664927222223,1521.8012109444444,1550.6620237777777,1570.2526067777778,1533.651185,1478.3711313333333,1440.3830530555554,1393.9787265555558,1333.3937422777778,1265.830988611111,1210.1960937777778,1154.8579220000001,1109.3828704444445,1069.9943499444446
d272,13.479166666666668,13.200000000000001,11.533333333333333,11.325,10.608333333333334,8.1625,8.429166666666665,7.895833333333333,8.5625,9.395833333333334,8.083333333333334,8.025,7.925000000000001,7.545833333333333,7.291666666666667,7.883333333333334,6.7875000000000005,6.3291666666666675,5.887499999999999,5.166666666666666,4.4625,5.674999999999999,5.0,4.75,5.416666666666667,5.866666666666667,5.612500000000001,5.887499999999999,8.595833333333333,7.4125,7.133333333333335,7.458333333333334,7.545833333333334,9.166666666666668,12.850000000000001,14.024999999999997,10.3625,9.25,6.454166666666667,8.204166666666666,23.633333333333333,12.6,6.308333333333334,6.25,6.329166666666666,5.854166666666667,5.370833333333334,4.254166666666666,1044.9864605555556,1025.4975396277778,1011.7835046222223,1000.6643451166668,989.5052192722223,991.1300182666668,1004.1464371277779,1025.5312362666666,1062.0815983388889,1108.0675245555556,1161.1426129444444,1203.588436111111,1234.3747043333333,1251.6271259444445,1312.7181595000002,1366.215718611111,1411.9954334999995,1449.6728966111111,1490.0968887777778,1534.0369578888888,1577.0782837222223,1612.689494388889,1646.8288499999999,1684.2020354999997,1718.6307088333333,1756.4270749444443,1787.003576888889,1816.7489531111112,1842.694041111111,1861.2105309444444,1868.1641674444443,1863.4254548888891,1839.3186085555553,1804.5474902777778,1762.2054914444443,1748.207434111111,1750.5088195555554,1764.5915784444444,1713.5958296111112,1651.389860388889,1597.5665427777778,1534.5332864444445,1458.9356479444443,1383.934262888889,1315.725510722222,1249.5484896666667,1198.7829449444444,1155.2846315
